,Hold .,Hold t,Hold i,Hold e,Hold Shift,Hold 5,Hold Shift,Hold Caps,Hold r,Hold o,Hold a,Hold n,Hold l,Hold Enter,DD ..t,DD t.i,DD i.e,DD e.Shift,DD Shift.5,DD 5.Shift,DD Shift.Caps,DD Caps.r,DD r.o,DD o.a,DD a.n,DD n.l,DD l.Enter,UD ..t,UD t.i,UD i.e,UD e.Shift,UD Shift.5,UD 5.Shift,UD Shift.Caps,UD Caps.r,UD r.o,UD o.a,UD a.n,UD n.l,UD l.Enter,Pressure .,Pressure t,Pressure i,Pressure e,Pressure Shift,Pressure 5,Pressure Shift,Pressure Caps,Pressure r,Pressure o,Pressure a,Pressure n,Pressure l,Pressure Enter,Size .,Size t,Size i,Size e,Size Shift,Size 5,Size Shift,Size Caps,Size r,Size o,Size a,Size n,Size l,Size Enter,AvH,AvP,AvA
2416,77.0,75.0,92.0,66.0,99.0,65.0,51.0,44.0,82.0,56.0,92.0,75.0,63.0,39.0,527.0,303.0,314.0,925.0,546.0,3867.0,495.0,671.0,457.0,265.0,416.0,178.0,617.0,450.0,228.0,222.0,859.0,447.0,3802.0,444.0,627.0,375.0,209.0,324.0,103.0,554.0,0.220800012350082,0.302400022745132,0.302400022745132,0.302400022745132,0.278400003910064,0.168000012636184,0.302400022745132,0.105600006878376,0.105600006878376,0.302400022745132,0.216000005602836,0.134400010108947,0.144000008702278,0.302400022745132,0.419354826211929,0.483870953321456,0.483870953321456,0.548387050628662,0.451612889766693,0.322580635547637,0.451612889766693,0.25806450843811,0.290322571992874,0.419354826211929,0.354838699102401,0.322580635547637,0.290322571992874,0.580645143985748,69.71428571428571,0.2276571573955668,0.40552993970257856
1234,91.0,93.0,90.0,91.0,112.0,86.0,106.0,108.0,94.0,93.0,98.0,94.0,80.0,92.0,448.0,311.0,228.0,1585.0,835.0,3103.0,609.0,692.0,289.0,283.0,232.0,262.0,705.0,357.0,218.0,138.0,1494.0,723.0,3017.0,503.0,584.0,195.0,190.0,134.0,168.0,625.0,0.182400003075599,0.216000005602836,0.302400022745132,0.302400022745132,0.307200014591217,0.158400014042854,0.220800012350082,0.206400007009506,0.163200005888938,0.580800056457519,0.196800008416175,0.115200005471706,0.216000005602836,0.302400022745132,0.322580635547637,0.354838699102401,0.51612901687622,0.483870953321456,0.419354826211929,0.322580635547637,0.451612889766693,0.354838699102401,0.290322571992874,0.419354826211929,0.419354826211929,0.225806444883346,0.419354826211929,0.51612901687622,94.85714285714286,0.2478857290531903,0.3940092048474715
1649,90.0,88.0,99.0,75.0,81.0,109.0,112.0,80.0,82.0,101.0,90.0,101.0,107.0,51.0,1478.0,399.0,387.0,493.0,413.0,356.0,449.0,474.0,532.0,402.0,541.0,291.0,474.0,1388.0,311.0,288.0,418.0,332.0,247.0,337.0,394.0,450.0,301.0,451.0,190.0,367.0,0.249600008130073,0.0864000022411346,0.096000000834465,0.307200014591217,0.105600006878376,0.0864000022411346,0.0864000022411346,0.249600008130073,0.0864000022411346,0.072000004351139,0.249600008130073,0.0912000015377998,0.283200025558471,0.0864000022411346,0.193548381328582,0.290322571992874,0.25806450843811,0.290322571992874,0.322580635547637,0.290322571992874,0.290322571992874,0.25806450843811,0.225806444883346,0.225806444883346,0.193548381328582,0.25806450843811,0.25806450843811,0.290322571992874,90.42857142857143,0.15257143495338285,0.2603686558348788
2280,78.0,75.0,71.0,85.0,115.0,78.0,117.0,105.0,91.0,63.0,103.0,72.0,90.0,89.0,1522.0,1264.0,435.0,1840.0,676.0,581.0,1016.0,1100.0,1497.0,601.0,495.0,275.0,690.0,1444.0,1189.0,364.0,1755.0,561.0,503.0,899.0,995.0,1406.0,538.0,392.0,203.0,600.0,0.748800039291381,0.115200005471706,0.206400007009506,0.096000000834465,0.259200006723403,0.868800044059753,0.302400022745132,0.758400022983551,0.172800004482269,0.263999998569488,0.10080000758171,0.748800039291381,0.172800004482269,0.883200049400329,0.774193525314331,0.290322571992874,0.322580635547637,0.225806444883346,0.451612889766693,0.51612901687622,0.548387050628662,0.38709676265716497,0.38709676265716497,0.419354826211929,0.290322571992874,0.419354826211929,0.354838699102401,0.612903237342834,88.0,0.40697144663759593,0.4285714157990043
164,92.0,91.0,100.0,87.0,88.0,79.0,79.0,76.0,86.0,75.0,91.0,79.0,23.0,69.0,1012.0,347.0,1099.0,398.0,910.0,328.0,793.0,403.0,1492.0,350.0,572.0,319.0,615.0,920.0,256.0,999.0,311.0,822.0,249.0,714.0,327.0,1406.0,275.0,481.0,240.0,592.0,0.0672000050544738,0.110400006175041,0.10080000758171,0.0624000020325183,0.0816000029444694,0.249600008130073,0.072000004351139,0.211200013756752,0.072000004351139,0.10080000758171,0.0624000020325183,0.244800016283988,0.072000004351139,0.115200005471706,0.193548381328582,0.290322571992874,0.290322571992874,0.25806450843811,0.25806450843811,0.161290317773818,0.25806450843811,0.193548381328582,0.193548381328582,0.290322571992874,0.225806444883346,0.193548381328582,0.225806444883346,0.354838699102401,79.64285714285714,0.11588572072131263,0.24193547666072793
231,85.0,91.0,126.0,73.0,151.0,103.0,79.0,100.0,103.0,132.0,109.0,106.0,102.0,91.0,161.0,167.0,134.0,370.0,2204.0,1443.0,1202.0,462.0,362.0,180.0,179.0,198.0,365.0,76.0,76.0,8.0,297.0,2053.0,1340.0,1123.0,362.0,259.0,48.0,70.0,92.0,263.0,0.115200005471706,0.240000009536743,0.331200003623962,0.326400011777877,0.408000022172927,0.144000008702278,0.201600015163421,0.096000000834465,0.134400010108947,0.816000044345855,0.134400010108947,0.427200019359588,0.153600007295608,0.259200006723403,0.25806450843811,0.451612889766693,0.51612901687622,0.548387050628662,0.419354826211929,0.290322571992874,0.451612889766693,0.25806450843811,0.25806450843811,0.419354826211929,0.290322571992874,0.290322571992874,0.25806450843811,0.419354826211929,103.64285714285714,0.27051429823040907,0.36635943395750836
2099,122.0,146.0,135.0,144.0,112.0,98.0,101.0,92.0,106.0,95.0,106.0,116.0,112.0,117.0,1795.0,480.0,560.0,2051.0,609.0,773.0,619.0,2486.0,543.0,915.0,811.0,762.0,1077.0,1673.0,334.0,425.0,1907.0,497.0,675.0,518.0,2394.0,437.0,820.0,705.0,646.0,965.0,0.172800004482269,0.0480000004172325,0.187200009822845,0.19200000166893,0.230400010943412,0.0480000004172325,0.0480000004172325,0.0480000004172325,0.0624000020325183,0.240000009536743,0.0576000027358531,0.216000005602836,0.168000012636184,0.235200017690658,0.161290317773818,0.193548381328582,0.193548381328582,0.25806450843811,0.129032254219055,0.161290317773818,0.161290317773818,0.193548381328582,0.193548381328582,0.290322571992874,0.25806450843811,0.25806450843811,0.193548381328582,0.161290317773818,114.42857142857143,0.1395428627729413,0.20046082351888864
1447,87.0,66.0,99.0,80.0,88.0,79.0,97.0,69.0,112.0,116.0,100.0,66.0,67.0,66.0,793.0,409.0,594.0,579.0,723.0,532.0,471.0,512.0,537.0,525.0,591.0,267.0,465.0,706.0,343.0,495.0,499.0,635.0,453.0,374.0,443.0,425.0,409.0,491.0,201.0,398.0,0.115200005471706,0.340800017118454,0.115200005471706,0.148800000548362,0.29280000925064,0.0816000029444694,0.0864000022411346,0.0864000022411346,0.105600006878376,0.288000017404556,0.0864000022411346,0.158400014042854,0.168000012636184,0.19200000166893,0.290322571992874,0.290322571992874,0.290322571992874,0.354838699102401,0.322580635547637,0.225806444883346,0.25806450843811,0.193548381328582,0.25806450843811,0.25806450843811,0.25806450843811,0.322580635547637,0.290322571992874,0.419354826211929,85.14285714285714,0.16182857858283153,0.2880184245961049
2684,90.0,101.0,91.0,82.0,88.0,92.0,62.0,61.0,83.0,72.0,85.0,115.0,102.0,79.0,562.0,745.0,623.0,2050.0,602.0,552.0,504.0,1203.0,1450.0,514.0,666.0,407.0,782.0,472.0,644.0,532.0,1968.0,514.0,460.0,442.0,1142.0,1367.0,442.0,581.0,292.0,680.0,0.153600007295608,0.115200005471706,0.148800000548362,0.158400014042854,0.139200001955032,0.110400006175041,0.124800004065036,0.110400006175041,0.129600003361701,0.158400014042854,0.144000008702278,0.139200001955032,0.124800004065036,0.302400022745132,0.290322571992874,0.225806444883346,0.25806450843811,0.354838699102401,0.25806450843811,0.25806450843811,0.225806444883346,0.225806444883346,0.25806450843811,0.290322571992874,0.290322571992874,0.25806450843811,0.25806450843811,0.419354826211929,85.92857142857143,0.14708572147147952,0.27649768761226073
1539,123.0,98.0,114.0,124.0,123.0,132.0,145.0,96.0,97.0,87.0,121.0,107.0,142.0,76.0,912.0,917.0,772.0,560.0,800.0,700.0,638.0,703.0,754.0,721.0,802.0,634.0,729.0,789.0,819.0,658.0,436.0,677.0,568.0,493.0,607.0,657.0,634.0,681.0,527.0,587.0,0.0480000004172325,0.0384000018239021,0.0432000011205673,0.163200005888938,0.0432000011205673,0.0480000004172325,0.206400007009506,0.177600011229515,0.0624000020325183,0.0384000018239021,0.0864000022411346,0.0480000004172325,0.139200001955032,0.168000012636184,0.193548381328582,0.161290317773818,0.161290317773818,0.129032254219055,0.129032254219055,0.25806450843811,0.129032254219055,0.129032254219055,0.193548381328582,0.161290317773818,0.0967741906642913,0.161290317773818,0.193548381328582,0.161290317773818,113.21428571428571,0.09360000358096172,0.16129031777381836
2130,98.0,111.0,134.0,107.0,133.0,93.0,113.0,98.0,99.0,100.0,99.0,126.0,93.0,89.0,828.0,387.0,549.0,843.0,1221.0,764.0,463.0,540.0,770.0,871.0,951.0,339.0,951.0,730.0,276.0,415.0,736.0,1088.0,671.0,350.0,442.0,671.0,771.0,852.0,213.0,858.0,0.052800003439188,0.134400010108947,0.0576000027358531,0.244800016283988,0.0624000020325183,0.187200009822845,0.052800003439188,0.168000012636184,0.168000012636184,0.182400003075599,0.139200001955032,0.0576000027358531,0.0624000020325183,0.0864000022411346,0.193548381328582,0.193548381328582,0.25806450843811,0.25806450843811,0.193548381328582,0.161290317773818,0.25806450843811,0.161290317773818,0.225806444883346,0.161290317773818,0.161290317773818,0.25806450843811,0.290322571992874,0.322580635547637,106.64285714285714,0.11828572036964517,0.22119815008980823
540,99.0,65.0,92.0,104.0,125.0,54.0,105.0,126.0,92.0,122.0,150.0,99.0,92.0,80.0,342.0,252.0,389.0,1030.0,625.0,425.0,489.0,710.0,410.0,263.0,410.0,329.0,578.0,243.0,187.0,297.0,926.0,500.0,371.0,384.0,584.0,318.0,141.0,260.0,230.0,486.0,0.096000000834465,0.177600011229515,0.211200013756752,0.196800008416175,0.580800056457519,0.115200005471706,0.120000004768371,0.470400035381317,0.523200035095214,0.216000005602836,0.115200005471706,0.182400003075599,0.168000012636184,0.561600029468536,0.193548381328582,0.419354826211929,0.38709676265716497,0.354838699102401,0.419354826211929,0.225806444883346,0.290322571992874,0.193548381328582,0.290322571992874,0.483870953321456,0.25806450843811,0.38709676265716497,0.38709676265716497,0.419354826211929,100.35714285714286,0.26674287340470676,0.3364055199282506
175,84.0,97.0,88.0,101.0,88.0,81.0,114.0,96.0,74.0,61.0,97.0,108.0,81.0,78.0,813.0,785.0,440.0,983.0,544.0,313.0,479.0,474.0,996.0,373.0,499.0,265.0,707.0,729.0,688.0,352.0,882.0,456.0,232.0,365.0,378.0,922.0,312.0,402.0,157.0,626.0,0.072000004351139,0.0624000020325183,0.096000000834465,0.27360001206398,0.110400006175041,0.072000004351139,0.206400007009506,0.0768000036478042,0.0768000036478042,0.072000004351139,0.0864000022411346,0.096000000834465,0.0912000015377998,0.096000000834465,0.225806444883346,0.193548381328582,0.290322571992874,0.290322571992874,0.290322571992874,0.193548381328582,0.225806444883346,0.129032254219055,0.193548381328582,0.225806444883346,0.225806444883346,0.25806450843811,0.290322571992874,0.290322571992874,89.14285714285714,0.10628571813660002,0.2373271818671904
2511,63.0,73.0,64.0,82.0,113.0,72.0,107.0,87.0,74.0,90.0,98.0,82.0,91.0,118.0,659.0,358.0,642.0,500.0,604.0,346.0,471.0,500.0,651.0,652.0,645.0,247.0,439.0,596.0,285.0,578.0,418.0,491.0,274.0,364.0,413.0,577.0,562.0,547.0,165.0,348.0,0.19200000166893,0.144000008702278,0.62880003452301,0.312000006437301,0.758400022983551,0.124800004065036,0.561600029468536,0.139200001955032,0.29280000925064,0.724800050258636,0.312000006437301,0.0864000022411346,0.225600004196167,0.806400060653686,0.419354826211929,0.290322571992874,0.451612889766693,0.290322571992874,0.451612889766693,0.290322571992874,0.612903237342834,0.322580635547637,0.129032254219055,0.483870953321456,0.290322571992874,0.25806450843811,0.38709676265716497,0.580645143985748,86.71428571428571,0.3792000173458027,0.3755760278020583
2468,89.0,86.0,87.0,82.0,106.0,77.0,99.0,91.0,84.0,103.0,88.0,91.0,72.0,82.0,419.0,239.0,298.0,708.0,481.0,208.0,407.0,544.0,316.0,239.0,225.0,249.0,443.0,330.0,153.0,211.0,626.0,375.0,131.0,308.0,453.0,232.0,136.0,137.0,158.0,371.0,0.120000004768371,0.249600008130073,0.681600034236908,0.302400022745132,0.27360001206398,0.19200000166893,0.302400022745132,0.62880003452301,0.201600015163421,0.254400014877319,0.225600004196167,0.201600015163421,0.172800004482269,0.302400022745132,0.225806444883346,0.38709676265716497,0.548387050628662,0.580645143985748,0.483870953321456,0.38709676265716497,0.51612901687622,0.38709676265716497,0.419354826211929,0.51612901687622,0.38709676265716497,0.38709676265716497,0.354838699102401,0.580645143985748,88.35714285714286,0.2934857298220903,0.440092150654111
557,100.0,64.0,65.0,113.0,126.0,81.0,141.0,97.0,76.0,93.0,163.0,65.0,90.0,53.0,383.0,263.0,582.0,474.0,904.0,365.0,505.0,544.0,463.0,242.0,280.0,313.0,575.0,283.0,199.0,517.0,361.0,778.0,284.0,364.0,447.0,387.0,149.0,117.0,248.0,485.0,0.124800004065036,0.590400040149688,0.172800004482269,0.096000000834465,0.206400007009506,0.590400040149688,0.148800000548362,0.10080000758171,0.115200005471706,0.172800004482269,0.331200003623962,0.105600006878376,0.0816000029444694,0.268800020217895,0.25806450843811,0.419354826211929,0.322580635547637,0.25806450843811,0.451612889766693,0.290322571992874,0.290322571992874,0.25806450843811,0.290322571992874,0.419354826211929,0.322580635547637,0.290322571992874,0.290322571992874,0.548387050628662,94.78571428571429,0.22182858203138583,0.3364055177995134
1491,104.0,98.0,103.0,121.0,89.0,105.0,90.0,100.0,112.0,117.0,94.0,108.0,138.0,83.0,731.0,478.0,556.0,511.0,738.0,412.0,599.0,520.0,684.0,504.0,621.0,416.0,861.0,627.0,380.0,453.0,390.0,649.0,307.0,509.0,420.0,572.0,387.0,527.0,308.0,723.0,0.45600003004074,0.446400016546249,0.153600007295608,0.139200001955032,0.556800007820129,0.46560001373291,0.45600003004074,0.432000011205673,0.499200016260147,0.153600007295608,0.163200005888938,0.177600011229515,0.153600007295608,0.158400014042854,0.322580635547637,0.225806444883346,0.25806450843811,0.290322571992874,0.322580635547637,0.225806444883346,0.290322571992874,0.25806450843811,0.25806450843811,0.38709676265716497,0.290322571992874,0.290322571992874,0.290322571992874,0.290322571992874,104.42857142857143,0.3150857271892679,0.2857142771993361
2078,135.0,107.0,127.0,130.0,126.0,119.0,129.0,127.0,101.0,117.0,93.0,161.0,148.0,97.0,773.0,511.0,604.0,555.0,744.0,583.0,534.0,714.0,647.0,725.0,737.0,1167.0,618.0,638.0,404.0,477.0,425.0,618.0,464.0,405.0,587.0,546.0,608.0,644.0,1006.0,470.0,0.196800008416175,0.172800004482269,0.566400051116943,0.235200017690658,0.235200017690658,0.412800014019012,0.782400012016296,0.206400007009506,0.187200009822845,0.441600024700164,0.235200017690658,0.168000012636184,0.153600007295608,0.235200017690658,0.322580635547637,0.322580635547637,0.354838699102401,0.38709676265716497,0.322580635547637,0.354838699102401,0.451612889766693,0.38709676265716497,0.38709676265716497,0.322580635547637,0.483870953321456,0.38709676265716497,0.25806450843811,0.38709676265716497,122.64285714285714,0.3020571587341167,0.3663594360862453
2612,97.0,107.0,99.0,98.0,87.0,88.0,69.0,86.0,99.0,117.0,88.0,82.0,80.0,50.0,710.0,520.0,483.0,1100.0,2156.0,687.0,1285.0,1088.0,2230.0,1129.0,789.0,1663.0,1152.0,613.0,413.0,384.0,1002.0,2069.0,599.0,1216.0,1002.0,2131.0,1012.0,701.0,1581.0,1072.0,0.0912000015377998,0.0816000029444694,0.120000004768371,0.129600003361701,0.110400006175041,0.0912000015377998,0.0864000022411346,0.0912000015377998,0.0768000036478042,0.0864000022411346,0.096000000834465,0.0912000015377998,0.0816000029444694,0.115200005471706,0.225806444883346,0.25806450843811,0.354838699102401,0.322580635547637,0.290322571992874,0.290322571992874,0.290322571992874,0.290322571992874,0.225806444883346,0.25806450843811,0.290322571992874,0.25806450843811,0.25806450843811,0.38709676265716497,89.07142857142857,0.09634286005582111,0.28571427719933606
2263,84.0,54.0,80.0,80.0,136.0,140.0,90.0,86.0,84.0,78.0,128.0,101.0,92.0,84.0,533.0,2777.0,598.0,1321.0,1540.0,730.0,801.0,585.0,1458.0,890.0,734.0,473.0,745.0,449.0,2723.0,518.0,1241.0,1404.0,590.0,711.0,499.0,1374.0,812.0,606.0,372.0,653.0,0.168000012636184,0.182400003075599,0.254400014877319,0.144000008702278,0.182400003075599,0.758400022983551,0.864000022411346,0.182400003075599,0.139200001955032,0.379200011491775,0.302400022745132,0.54720002412796,0.360000014305114,0.211200013756752,0.38709676265716497,0.354838699102401,0.51612901687622,0.25806450843811,0.354838699102401,0.419354826211929,0.612903237342834,0.322580635547637,0.290322571992874,0.25806450843811,0.677419304847717,0.354838699102401,0.322580635547637,0.322580635547637,94.07142857142857,0.3339428699442314,0.3894009100539338
1168,71.0,85.0,64.0,61.0,51.0,53.0,68.0,60.0,84.0,62.0,53.0,82.0,19.0,59.0,424.0,368.0,1093.0,1340.0,618.0,1019.0,492.0,338.0,1210.0,759.0,567.0,525.0,1748.0,353.0,283.0,1029.0,1279.0,567.0,966.0,424.0,278.0,1126.0,697.0,514.0,443.0,1729.0,0.0768000036478042,0.110400006175041,0.139200001955032,0.105600006878376,0.0912000015377998,0.0864000022411346,0.0816000029444694,0.072000004351139,0.0912000015377998,0.172800004482269,0.0816000029444694,0.110400006175041,0.124800004065036,0.235200017690658,0.225806444883346,0.290322571992874,0.290322571992874,0.25806450843811,0.225806444883346,0.225806444883346,0.129032254219055,0.225806444883346,0.225806444883346,0.290322571992874,0.25806450843811,0.25806450843811,0.290322571992874,0.322580635547637,62.285714285714285,0.11280000475900494,0.25115206624780345
963,146.0,133.0,119.0,135.0,136.0,101.0,106.0,111.0,126.0,120.0,129.0,120.0,125.0,111.0,721.0,434.0,529.0,953.0,646.0,663.0,715.0,718.0,1919.0,576.0,921.0,469.0,724.0,575.0,301.0,410.0,818.0,510.0,562.0,609.0,607.0,1793.0,456.0,792.0,349.0,599.0,0.408000022172927,0.403200030326843,0.120000004768371,0.412800014019012,0.129600003361701,0.427200019359588,0.148800000548362,0.110400006175041,0.115200005471706,0.120000004768371,0.350400030612945,0.364800006151199,0.105600006878376,0.124800004065036,0.290322571992874,0.225806444883346,0.354838699102401,0.322580635547637,0.322580635547637,0.290322571992874,0.322580635547637,0.290322571992874,0.290322571992874,0.354838699102401,0.322580635547637,0.25806450843811,0.290322571992874,0.290322571992874,122.71428571428571,0.23862858276281987,0.30184330897671785
1412,115.0,79.0,85.0,73.0,115.0,88.0,113.0,61.0,97.0,102.0,101.0,82.0,83.0,71.0,546.0,335.0,481.0,995.0,647.0,419.0,561.0,875.0,810.0,512.0,515.0,298.0,506.0,431.0,256.0,396.0,922.0,532.0,331.0,448.0,814.0,713.0,410.0,414.0,216.0,423.0,0.129600003361701,0.446400016546249,0.120000004768371,0.115200005471706,0.153600007295608,0.120000004768371,0.110400006175041,0.110400006175041,0.10080000758171,0.115200005471706,0.393600016832351,0.163200005888938,0.105600006878376,0.475200027227401,0.322580635547637,0.354838699102401,0.25806450843811,0.25806450843811,0.25806450843811,0.25806450843811,0.25806450843811,0.25806450843811,0.225806444883346,0.225806444883346,0.419354826211929,0.290322571992874,0.290322571992874,0.419354826211929,90.35714285714286,0.18994286603161212,0.29262671938964263
1992,102.0,94.0,91.0,89.0,110.0,102.0,63.0,79.0,82.0,117.0,89.0,81.0,97.0,100.0,352.0,182.0,109.0,272.0,953.0,287.0,283.0,603.0,485.0,155.0,141.0,182.0,412.0,250.0,88.0,18.0,183.0,843.0,185.0,220.0,524.0,403.0,38.0,52.0,101.0,315.0,0.0912000015377998,0.302400022745132,0.609600007534027,0.35520002245903,0.321600019931793,0.144000008702278,0.796800017356872,0.10080000758171,0.105600006878376,0.120000004768371,0.336000025272369,0.134400010108947,0.144000008702278,0.662400007247924,0.322580635547637,0.451612889766693,0.451612889766693,0.25806450843811,0.354838699102401,0.354838699102401,0.451612889766693,0.193548381328582,0.290322571992874,0.25806450843811,0.290322571992874,0.25806450843811,0.354838699102401,0.51612901687622,92.57142857142857,0.30171429791620763,0.3433179621185571
1903,101.0,71.0,66.0,63.0,69.0,75.0,68.0,70.0,69.0,98.0,62.0,76.0,73.0,86.0,502.0,354.0,413.0,1410.0,422.0,379.0,399.0,405.0,329.0,597.0,434.0,232.0,457.0,401.0,283.0,347.0,1347.0,353.0,304.0,331.0,335.0,260.0,499.0,372.0,156.0,384.0,0.120000004768371,0.0912000015377998,0.096000000834465,0.168000012636184,0.0912000015377998,0.0912000015377998,0.105600006878376,0.0912000015377998,0.10080000758171,0.0864000022411346,0.0864000022411346,0.096000000834465,0.0672000050544738,0.168000012636184,0.354838699102401,0.322580635547637,0.290322571992874,0.322580635547637,0.25806450843811,0.290322571992874,0.354838699102401,0.290322571992874,0.290322571992874,0.225806444883346,0.290322571992874,0.290322571992874,0.25806450843811,0.419354826211929,74.78571428571429,0.1042285758469784,0.30414745637348684
908,74.0,57.0,63.0,81.0,62.0,62.0,71.0,69.0,64.0,47.0,80.0,58.0,76.0,51.0,462.0,409.0,633.0,354.0,1170.0,447.0,394.0,435.0,412.0,454.0,575.0,286.0,562.0,388.0,352.0,570.0,273.0,1108.0,385.0,323.0,366.0,348.0,407.0,495.0,228.0,486.0,0.0768000036478042,0.0816000029444694,0.0816000029444694,0.0816000029444694,0.096000000834465,0.0768000036478042,0.0672000050544738,0.052800003439188,0.072000004351139,0.10080000758171,0.072000004351139,0.0864000022411346,0.052800003439188,0.072000004351139,0.25806450843811,0.25806450843811,0.193548381328582,0.25806450843811,0.290322571992874,0.25806450843811,0.161290317773818,0.25806450843811,0.25806450843811,0.25806450843811,0.225806444883346,0.193548381328582,0.193548381328582,0.193548381328582,65.35714285714286,0.07645714655518522,0.23271888707365254
523,115.0,66.0,103.0,143.0,125.0,92.0,117.0,125.0,107.0,110.0,132.0,81.0,117.0,77.0,532.0,1287.0,565.0,1515.0,722.0,560.0,885.0,962.0,1091.0,325.0,632.0,610.0,730.0,417.0,1221.0,462.0,1372.0,597.0,468.0,768.0,837.0,984.0,215.0,500.0,529.0,613.0,0.124800004065036,0.43680003285408,0.302400022745132,0.302400022745132,0.84960001707077,0.10080000758171,0.494400024414062,0.43680003285408,0.144000008702278,0.153600007295608,0.124800004065036,0.772800028324127,0.096000000834465,0.168000012636184,0.322580635547637,0.354838699102401,0.548387050628662,0.419354826211929,0.419354826211929,0.25806450843811,0.354838699102401,0.322580635547637,0.25806450843811,0.290322571992874,0.322580635547637,0.419354826211929,0.25806450843811,0.38709676265716497,107.85714285714286,0.3219428732991214,0.35253454957689506
2112,151.0,119.0,122.0,109.0,137.0,116.0,114.0,133.0,126.0,111.0,90.0,136.0,141.0,123.0,1865.0,601.0,542.0,1225.0,700.0,1097.0,580.0,1029.0,767.0,790.0,1010.0,386.0,1201.0,1714.0,482.0,420.0,1116.0,563.0,981.0,466.0,896.0,641.0,679.0,920.0,250.0,1060.0,0.0384000018239021,0.187200009822845,0.052800003439188,0.216000005602836,0.0672000050544738,0.0672000050544738,0.211200013756752,0.0576000027358531,0.0576000027358531,0.0768000036478042,0.148800000548362,0.0576000027358531,0.0480000004172325,0.240000009536743,0.129032254219055,0.193548381328582,0.161290317773818,0.225806444883346,0.225806444883346,0.193548381328582,0.25806450843811,0.193548381328582,0.25806450843811,0.322580635547637,0.225806444883346,0.193548381328582,0.290322571992874,0.225806444883346,123.42857142857143,0.10902857620801228,0.2211981500898083
832,90.0,83.0,83.0,90.0,87.0,82.0,95.0,88.0,75.0,82.0,84.0,71.0,109.0,77.0,623.0,416.0,612.0,437.0,607.0,413.0,553.0,392.0,496.0,465.0,880.0,399.0,659.0,533.0,333.0,529.0,347.0,520.0,331.0,458.0,304.0,421.0,383.0,796.0,328.0,550.0,0.10080000758171,0.0864000022411346,0.105600006878376,0.105600006878376,0.283200025558471,0.072000004351139,0.0768000036478042,0.244800016283988,0.220800012350082,0.0816000029444694,0.230400010943412,0.0816000029444694,0.072000004351139,0.240000009536743,0.419354826211929,0.290322571992874,0.38709676265716497,0.451612889766693,0.25806450843811,0.225806444883346,0.225806444883346,0.25806450843811,0.25806450843811,0.225806444883346,0.354838699102401,0.25806450843811,0.225806444883346,0.354838699102401,85.42857142857143,0.1429714368922367,0.2995391615799491
2323,96.0,90.0,74.0,63.0,70.0,46.0,69.0,43.0,75.0,86.0,98.0,96.0,76.0,61.0,542.0,345.0,470.0,739.0,499.0,306.0,502.0,517.0,642.0,479.0,512.0,246.0,570.0,446.0,255.0,396.0,676.0,429.0,260.0,433.0,474.0,567.0,393.0,414.0,150.0,494.0,0.096000000834465,0.10080000758171,0.163200005888938,0.115200005471706,0.115200005471706,0.110400006175041,0.105600006878376,0.110400006175041,0.0912000015377998,0.124800004065036,0.120000004768371,0.124800004065036,0.105600006878376,0.19200000166893,0.193548381328582,0.161290317773818,0.354838699102401,0.25806450843811,0.225806444883346,0.193548381328582,0.225806444883346,0.225806444883346,0.290322571992874,0.290322571992874,0.225806444883346,0.25806450843811,0.290322571992874,0.451612889766693,74.5,0.11965714767575227,0.2603686558348788
2904,74.0,83.0,63.0,66.0,71.0,85.0,67.0,103.0,72.0,76.0,66.0,71.0,63.0,77.0,483.0,310.0,452.0,508.0,505.0,671.0,1128.0,373.0,1291.0,444.0,1331.0,331.0,593.0,409.0,227.0,389.0,442.0,434.0,586.0,1061.0,270.0,1219.0,368.0,1265.0,260.0,530.0,0.0912000015377998,0.0672000050544738,0.417600005865097,0.144000008702278,0.124800004065036,0.0864000022411346,0.096000000834465,0.0864000022411346,0.096000000834465,0.105600006878376,0.115200005471706,0.096000000834465,0.177600011229515,0.307200014591217,0.25806450843811,0.129032254219055,0.354838699102401,0.25806450843811,0.322580635547637,0.25806450843811,0.225806444883346,0.193548381328582,0.25806450843811,0.25806450843811,0.290322571992874,0.25806450843811,0.322580635547637,0.322580635547637,74.07142857142857,0.14365714788436876,0.26497695062841636
2051,146.0,119.0,110.0,107.0,125.0,110.0,100.0,145.0,124.0,156.0,118.0,143.0,137.0,96.0,706.0,509.0,509.0,980.0,748.0,490.0,1435.0,673.0,576.0,762.0,692.0,482.0,628.0,560.0,390.0,399.0,873.0,623.0,380.0,1335.0,528.0,452.0,606.0,574.0,339.0,491.0,0.139200001955032,0.552000045776367,0.302400022745132,0.230400010943412,0.211200013756752,0.168000012636184,0.19200000166893,0.196800008416175,0.590400040149688,0.225600004196167,0.76800000667572,0.364800006151199,0.216000005602836,0.504000008106231,0.25806450843811,0.290322571992874,0.51612901687622,0.354838699102401,0.322580635547637,0.290322571992874,0.354838699102401,0.354838699102401,0.322580635547637,0.483870953321456,0.548387050628662,0.354838699102401,0.354838699102401,0.354838699102401,124.0,0.3329142991985589,0.36866358135427685
